year,cname_year,wdi_armedf,wdi_armedfper,wdi_expmilgdp,wdi_expmilgexp,wdi_imparms,scf_milexp,scf_ExpPerTroop,scf_Praetorian
2002,Italy 2002,471100,2,1.923,5,242000000,34699774536.37,73656.76,2.33
2002,Jamaica 2002,3000,0,0.585,.,.,61894497.93,20624.62,5.10
2002,Jordan 2002,110200,9,5.447,19,121000000,560623897.42,5087.29,2.49
2002,Japan 2002,252100,0,0.983,.,466000000,42601814291.11,168987.09,4.97
2002,Kazakhstan 2002,94500,1,0.998,8,20000000,433966549.35,4592.19,1.57
2002,Kenya 2002,29400,0,1.627,9,.,266055970.86,9049.22,18.09
2002,Kyrgyzstan 2002,15900,1,2.726,.,.,58655552.66,3688.80,8.56
2002,Cambodia 2002,192000,3,1.577,17,.,73188445.96,381.19,1.04
2002,Kiribati 2002,.,.,.,.,.,.,.,.
2002,St Kitts and Nevis 2002,.,.,.,.,.,.,.,.
2002,"Korea, South 2002",690500,3,2.315,15,532000000,18532659057.77,26839.44,1.60
2002,Kuwait 2002,22100,2,7.399,20,23000000,4179217330.01,189096.30,6.84
2002,Laos 2002,129100,5,0.650,.,.,14724602.32,114.05,0.28
2002,Lebanon 2002,84800,7,4.738,17,.,885105376.86,10437.44,1.97
2002,Liberia 2002,15000,1,.,.,.,.,.,.
2002,Libya 2002,76500,4,2.211,.,.,792237629.79,10355.91,1.59
2002,St Lucia 2002,.,.,.,.,.,.,.,.
2002,Liechtenstein 2002,.,.,.,.,.,.,.,.
2002,Sri Lanka 2002,246500,3,3.343,15,45000000,687387485.44,2788.58,2.57
2002,Lesotho 2002,2000,0,2.978,7,.,37052912.82,18517.20,28.06
2002,Lithuania 2002,27300,2,4.390,4,12000000,903831920.14,33106.18,5.54
2002,Luxembourg 2002,1500,1,0.658,2,.,222697043.63,148365.79,1.96
2002,Latvia 2002,8700,1,1.544,8,3000000,200644356.50,23059.92,4.10
2002,Morocco 2002,246300,2,3.649,12,156000000,1893030246.15,7685.84,4.43
2002,Monaco 2002,.,.,.,.,.,.,.,.
2002,Moldova 2002,10600,1,0.420,.,.,10194398.97,961.65,1.43
2002,Madagascar 2002,21600,0,1.313,14,.,54746032.54,2534.42,10.17
2002,Maldives 2002,.,.,.,.,.,.,.,.
2002,Mexico 2002,203800,0,0.469,.,97000000,3729801519.40,18301.19,2.43
2002,Marshall Islands 2002,.,.,.,.,.,.,.,.
2002,Macedonia 2002,19900,2,2.646,.,.,147764690.60,7424.99,2.70
2002,Mali 2002,15200,0,1.548,11,1000000,72702741.20,4782.76,11.94
2002,Malta 2002,2100,1,0.661,.,.,38349324.98,18252.89,1.25
2002,Myanmar 2002,544300,2,1.299,.,157000000,.,.,.
2002,Montenegro 2002,.,.,.,.,.,.,.,.
2002,Mongolia 2002,16300,2,1.810,8,.,35981903.84,2207.34,2.71
2002,Mozambique 2002,11000,0,1.063,.,.,65801952.41,5981.45,18.70
2002,Mauritania 2002,20700,2,2.739,.,26000000,49000749.24,2367.07,3.82
2002,Mauritius 2002,2000,0,0.199,.,.,11286177.33,5640.27,1.20
2002,Malawi 2002,6800,0,0.556,.,.,13462186.90,1979.44,9.64
2002,Malaysia (-1965) 2002,.,.,.,.,.,.,.,.
2002,Malaysia (1966-) 2002,120100,1,2.219,13,154000000,2676923689.68,22288.94,4.51
2002,Namibia 2002,15000,2,2.618,9,11000000,158422383.33,10560.79,3.42
2002,Niger 2002,10700,0,0.952,.,.,29426360.44,2749.87,10.74
2002,Nigeria 2002,160500,0,1.517,.,6000000,1115510844.44,6950.18,12.22
2002,Nicaragua 2002,14000,1,0.667,5,.,37437221.00,2673.90,2.46
2002,Netherlands 2002,52900,1,1.446,4,244000000,9384366058.89,177394.87,4.41
2002,Norway 2002,26600,1,2.081,6,91000000,5965732835.46,224267.24,3.55
2002,Nepal 2002,91000,1,1.448,.,9000000,104528872.40,1148.66,3.90
2002,Nauru 2002,.,.,.,.,.,.,.,.
2002,New Zealand 2002,8700,0,1.383,5,17000000,1416831421.64,162835.47,6.28
2002,Oman 2002,46100,6,12.368,40,40000000,3804537549.29,82526.14,6.23
2002,Pakistan (-1970) 2002,.,.,.,.,.,.,.,.
2002,Pakistan (1971-) 2002,909000,2,4.391,26,542000000,3966761241.48,4363.87,6.97
2002,Panama 2002,11800,1,.,.,1000000,.,.,.
2002,Peru 2002,187000,1,1.542,9,16000000,994463238.59,5317.96,2.19
2002,Philippines 2002,150000,0,1.474,.,5000000,1294535271.63,8630.18,7.99
2002,Palau 2002,.,.,.,.,.,.,.,.
2002,Papua New Guinea 2002,3100,0,0.569,3,.,24801483.16,7997.90,10.37
2002,Poland 2002,184400,1,1.901,5,255000000,5131782157.15,27829.47,3.94
2002,"Korea, North 2002",1271000,9,.,.,9000000,.,.,.
2002,Portugal 2002,90000,2,1.939,5,.,3763384971.17,41814.92,2.24
2002,Paraguay 2002,33400,1,1.167,.,.,91930661.46,2752.33,1.92
2002,Qatar 2002,12400,3,3.930,.,11000000,1316618749.56,106170.37,2.01
2002,Romania 2002,179100,2,2.287,9,16000000,1914434708.09,10689.13,2.78
2002,Russia 2002,1397200,2,4.040,18,.,25233729553.71,18060.20,4.20
2002,Rwanda 2002,80000,2,3.047,.,.,67818162.80,847.72,3.25
2002,Saudi Arabia 2002,215000,3,9.813,.,567000000,25548002649.27,118827.37,10.35
2002,Serbia and Montenegro 2002,.,.,.,.,.,.,.,.
2002,Sudan (-2011) 2002,124000,1,3.274,.,49000000,721785127.83,5820.80,9.72
2002,Sudan (2012-) 2002,.,.,.,.,.,.,.,.
2002,Senegal 2002,15200,0,1.394,.,.,101752670.99,6693.81,9.53
2002,Singapore 2002,156800,7,4.925,30,232000000,5102858653.30,32543.53,1.31
2002,Solomon Islands 2002,.,.,.,.,.,.,.,.
2002,Sierra Leone 2002,13000,1,2.190,10,.,29354997.79,2257.90,7.45
2002,El Salvador 2002,28800,1,1.426,8,19000000,225884461.71,7842.94,2.91
2002,San Marino 2002,.,.,.,.,.,.,.,.
2002,Somalia 2002,.,.,.,.,.,.,.,.
2002,Serbia 2002,.,.,.,.,.,.,.,.
2002,South Sudan 2002,.,.,.,.,.,.,.,.
2002,Sao Tome and Principe 2002,.,.,.,.,.,.,.,.
2002,USSR 2002,.,.,.,.,.,.,.,.
2002,Suriname 2002,2000,1,.,.,.,.,.,.
2002,Slovakia 2002,30900,1,1.776,.,27000000,940100339.83,30422.97,3.09
2002,Slovenia 2002,13500,1,1.388,4,2000000,451878429.01,33470.00,2.05
2002,Sweden 2002,69500,2,1.650,5,75000000,5844952018.81,84098.82,2.12
2002,Swaziland 2002,.,.,1.498,.,.,35906661.01,.,.
2002,Seychelles 2002,800,.,1.677,4,.,15468754.00,19311.80,1.75
2002,Syria 2002,427000,8,5.213,31,45000000,1317260629.82,3084.91,2.08
2002,Chad 2002,34900,1,1.725,.,.,63749451.91,1826.58,4.45
2002,Togo 2002,10300,0,.,.,.,.,.,.
2002,Thailand 2002,419000,1,1.350,.,152000000,2153041576.09,5138.51,2.07
2002,Tajikistan 2002,7200,0,2.095,.,.,37076532.95,5148.80,18.64
2002,Turkmenistan 2002,17500,1,.,.,.,.,.,.
2002,Timor-Leste 2002,.,.,.,.,.,.,.,.
2002,Tonga 2002,.,.,.,.,.,.,.,.
2002,Trinidad and Tobago 2002,2700,0,0.216,1,2000000,26356369.01,9758.00,1.02
2002,Tunisia 2002,47000,1,1.493,6,83000000,418488563.05,8903.82,3.10
2002,Turkey 2002,664800,3,3.892,.,898000000,15063514590.07,22658.68,3.81
2002,Tuvalu 2002,.,.,.,.,.,.,.,.
2002,Taiwan 2002,.,.,.,.,.,.,.,.
2002,Tanzania 2002,28400,0,1.303,.,.,176885506.17,6228.14,15.98
2002,Uganda 2002,56800,1,2.358,10,33000000,175752288.25,3094.18,10.52
2002,Ukraine 2002,414800,2,2.775,10,.,1897880586.86,4575.40,3.22
2002,Uruguay 2002,24800,2,2.531,9,11000000,386372503.88,15578.91,3.40
2002,United States 2002,1467000,1,3.250,16,505000000,385866337395.73,263030.73,6.37
2002,Uzbekistan 2002,72000,1,0.598,.,9000000,71226660.91,989.25,2.10
2002,St Vincent and the Grenadines 2002,.,.,.,.,.,.,.,.
2002,"Vietnam, South 2002",.,.,.,.,.,.,.,.
2002,Venezuela 2002,105300,1,1.153,5,50000000,1394280727.86,13240.91,2.78
2002,Vietnam 2002,524000,1,.,.,66000000,.,.,.
2002,"Vietnam, North 2002",.,.,.,.,.,.,.,.
2002,Vanuatu 2002,.,.,.,.,.,.,.,.
2002,Samoa 2002,.,.,.,.,.,.,.,.
2002,Tibet 2002,.,.,.,.,.,.,.,.
2002,Yemen 2002,136500,3,6.896,.,593000000,1014281895.10,7430.58,9.51
2002,"Yemen, North 2002",.,.,.,.,.,.,.,.
2002,"Yemen, South 2002",.,.,.,.,.,.,.,.
2002,Yugoslavia 2002,.,.,.,.,.,.,.,.
2002,South Africa 2002,60000,0,1.529,6,.,3478817111.81,57979.32,11.61
2002,Zambia 2002,23000,0,.,.,2000000,.,.,.
2002,Zimbabwe 2002,57800,1,10.675,.,.,833365222.46,14417.83,23.44
2003,Afghanistan 2003,130000,2,2.294,.,.,128139653.38,985.68,3.97
2003,Angola 2003,130000,2,3.761,15,48000000,.,.,.
2003,Albania 2003,22000,2,1.337,7,2000000,97593084.19,4435.85,1.85
2003,Andorra 2003,.,.,.,.,.,.,.,.
2003,United Arab Emirates 2003,50500,2,4.692,.,685000000,7376972508.91,146075.77,3.37
2003,Argentina 2003,102600,1,1.061,5,12000000,1967601239.96,19177.21,3.96
2003,Armenia 2003,45600,3,2.728,17,.,106294916.86,2330.98,1.82
2003,Antigua and Barbuda 2003,200,.,.,.,.,.,.,.
2003,Australia 2003,53600,1,1.912,7,818000000,12325292968.08,229945.21,7.10
2003,Austria 2003,34600,1,0.914,2,42000000,2740360357.99,79198.88,2.14
2003,Azerbaijan 2003,81500,2,2.426,.,.,230724024.19,2830.93,2.45
2003,Burundi 2003,56000,2,5.533,.,.,58439255.19,1043.54,7.31
2003,Belgium 2003,40800,1,1.215,3,21000000,4448217305.11,109022.26,3.09
2003,Benin 2003,7100,0,0.885,7,.,40003061.84,5633.44,9.55
2003,Burkina Faso 2003,15000,0,1.207,12,.,58071486.70,3871.17,10.18
2003,Bangladesh 2003,188700,0,1.038,13,8000000,642810089.77,3406.50,7.62
2003,Bulgaria 2003,85000,3,2.700,8,2000000,704701035.61,8290.50,2.49
2003,Bahrain 2003,21400,6,4.667,.,1000000,652478943.96,30488.25,1.66
2003,Bahamas 2003,900,1,.,.,.,.,.,.
2003,Bosnia and Herzegovina 2003,18800,1,2.417,7,.,236530619.79,12580.75,4.91
2003,Belarus 2003,182900,4,1.299,5,.,321874120.56,1759.83,0.70
2003,Belize 2003,1100,1,0.864,4,.,8963087.44,8140.86,2.11
2003,Bolivia 2003,68600,2,2.151,8,5000000,188800035.74,2752.15,2.76
2003,Brazil 2003,673200,1,1.502,6,100000000,12291328865.19,18258.04,4.10
2003,Barbados 2003,600,0,.,.,.,.,.,.
2003,Brunei 2003,10700,6,3.711,.,0,350617054.39,32764.89,1.21
2003,Bhutan 2003,.,.,.,.,.,.,.,.
2003,Botswana 2003,10500,1,4.007,.,9000000,370604424.55,35292.30,6.91
2003,Central African Republic 2003,3600,0,1.318,.,.,16635908.67,4619.80,14.36
2003,Canada 2003,61600,0,1.122,6,152000000,12272585112.20,199227.04,5.77
2003,Switzerland 2003,27500,1,0.929,5,117000000,3573119974.98,129926.91,2.48
2003,Chile 2003,114100,2,2.349,12,187000000,2610221732.74,22876.41,3.24
2003,China 2003,3750000,1,2.107,.,2373000000,39004936309.79,10401.31,7.24
2003,Cote d'Ivoire 2003,.,.,1.392,10,62000000,230887635.63,.,.
2003,Cameroon 2003,32100,0,1.384,.,.,216381100.57,6740.63,7.42
2003,"Congo, Democratic Republic 2003",97800,0,0.881,11,.,93006541.86,950.98,4.74
2003,Congo 2003,12000,1,2.682,13,.,146440152.18,12202.33,7.45
2003,Colombia 2003,304600,1,3.464,13,147000000,4603329590.65,15112.65,4.79
2003,Comoros 2003,.,.,.,.,.,.,.,.
2003,Cape Verde 2003,1300,1,0.710,.,.,5861287.67,4505.22,2.53
2003,Costa Rica 2003,17000,1,.,.,.,.,.,.
2003,Czechoslovakia 2003,.,.,.,.,.,.,.,.
2003,Cuba 2003,72500,2,3.507,.,.,1271438965.03,17536.85,5.42
2003,Cyprus (-1974) 2003,.,.,.,.,.,.,.,.
2003,Cyprus (1975-) 2003,10100,2,1.999,3,6000000,336912692.17,33354.39,1.42
2003,Czech Republic 2003,62600,1,1.899,6,97000000,2311772459.37,36928.68,3.09
2003,"Germany, East 2003",.,.,.,.,.,.,.,.
2003,Germany 2003,284500,1,1.399,4,61000000,39291889200.25,138108.09,4.06
2003,"Germany, West 2003",.,.,.,.,.,.,.,.
2003,Djibouti 2003,12300,5,6.714,.,.,44416037.60,3610.77,4.13
2003,Dominica 2003,.,.,.,.,.,.,.,.
2003,Denmark 2003,22800,1,1.467,4,54000000,3690968101.52,161877.47,3.47
2003,Dominican Republic 2003,39500,1,0.777,.,8000000,238767562.56,6044.60,1.76
2003,Algeria 2003,308700,3,3.251,.,195000000,3037645206.02,9840.09,3.41
2003,Ecuador 2003,59800,1,2.279,.,.,830075168.91,13880.62,5.06
2003,Egypt 2003,780000,4,3.341,12,633000000,2755258072.45,3532.38,3.09
2003,Eritrea 2003,202000,11,20.866,.,17000000,220244729.50,1090.32,4.06
2003,Spain 2003,224000,1,1.069,4,233000000,11557725317.77,51596.76,2.01
2003,Estonia 2003,8100,1,1.743,6,14000000,209991503.76,25921.68,2.95
2003,Ethiopia (-1992) 2003,.,.,.,.,.,.,.,.
2003,Ethiopia (1993-) 2003,162400,1,3.239,21,174000000,316260499.13,1947.40,14.44
2003,Finland 2003,30100,1,1.323,4,227000000,2532805117.74,84143.55,2.29
2003,Fiji 2003,3500,1,1.610,.,.,45660036.32,13042.00,3.76
2003,France (-1962) 2003,.,.,.,.,.,.,.,.
2003,France (1963-) 2003,360400,1,2.485,6,57000000,52425744554.02,145465.04,4.29
2003,Micronesia 2003,.,.,.,.,.,.,.,.
2003,Gabon 2003,6700,1,1.668,.,.,150840683.53,22510.18,3.28
2003,United Kingdom 2003,212600,1,2.416,7,770000000,55360598282.36,260396.70,6.78
2003,Georgia 2003,29200,1,1.068,10,1000000,59041845.25,2021.91,1.58
2003,Ghana 2003,7000,0,0.698,3,6000000,66941782.13,9561.75,20.23
2003,Guinea 2003,12300,0,2.441,.,2000000,68020994.72,5529.71,18.42
2003,Gambia 2003,800,0,0.410,4,.,2414517.87,3014.38,6.92
2003,Guinea-Bissau 2003,14200,2,1.575,.,.,8628047.04,607.57,1.56
2003,Equatorial Guinea 2003,1300,0,.,.,.,.,.,.
2003,Greece 2003,181600,4,2.494,6,2271000000,5846740989.64,32195.53,1.51
2003,Grenada 2003,.,.,.,.,.,.,.,.
2003,Guatemala 2003,50400,1,0.816,6,.,208375450.06,4134.35,2.03
2003,Guyana 2003,3100,1,2.203,.,.,17944434.96,5786.66,5.28
2003,Honduras 2003,18000,1,0.998,5,.,85702596.32,4760.99,3.67
2003,Croatia 2003,30800,2,2.047,6,24000000,857427516.42,27837.65,2.95
2003,Haiti 2003,5300,0,.,.,.,.,.,.
2003,Hungary 2003,47400,1,1.649,4,.,1694454423.11,35747.23,3.52
2003,Indonesia 2003,497000,0,0.909,6,356000000,2341553591.88,4711.37,4.03
2003,India 2003,2414700,1,2.678,17,2888000000,18939939897.81,7843.60,12.29
2003,Ireland 2003,10400,1,0.587,2,.,1117011257.74,107394.60,2.25
2003,Iran 2003,580000,3,2.421,14,282000000,4894827248.80,8439.34,2.86
2003,Iraq 2003,432000,7,.,.,.,.,.,.
2003,Iceland 2003,100,0,.,.,.,.,.,.
2003,Israel 2003,175000,7,8.418,18,246000000,10958474976.58,62619.50,3.22
2003,Italy 2003,454300,2,1.926,5,557000000,34809488082.21,76622.08,2.43
2003,Jamaica 2003,3000,0,0.582,2,.,63743367.12,21240.71,5.09
2003,Jordan 2003,110500,9,6.002,20,281000000,643496008.45,5823.44,2.81
2003,Japan 2003,252100,0,0.993,.,476000000,43777927292.45,173652.33,5.03
2003,Kazakhstan 2003,100300,1,1.030,7,.,489334199.92,4878.66,1.53
2003,Kenya 2003,29100,0,1.650,9,.,277770733.58,9545.06,19.02
2003,Kyrgyzstan 2003,15900,1,2.866,.,9000000,66003728.24,4150.92,9.09
2003,Cambodia 2003,192000,3,1.454,16,.,73227438.02,381.39,0.98
2003,Kiribati 2003,.,.,.,.,.,.,.,.
2003,St Kitts and Nevis 2003,.,.,.,.,.,.,.,.
2003,"Korea, South 2003",690500,3,2.329,13,754000000,19184929396.64,27784.07,1.61
2003,Kuwait 2003,22100,2,6.540,19,45000000,4333764439.05,196089.07,6.20
2003,Laos 2003,129100,5,0.547,.,0,13136928.86,101.76,0.24
2003,Lebanon 2003,85100,7,4.598,15,.,886702335.01,10419.41,2.00
2003,Liberia 2003,15000,1,.,.,.,.,.,.
2003,Libya 2003,76500,4,2.082,.,.,843337931.86,11023.88,1.53
2003,St Lucia 2003,.,.,.,.,.,.,.,.
2003,Liechtenstein 2003,.,.,.,.,.,.,.,.
2003,Sri Lanka 2003,240900,3,2.869,14,36000000,625024223.03,2594.53,2.28
2003,Lesotho 2003,2000,0,2.823,7,.,36774580.15,18378.10,26.79
2003,Lithuania 2003,27300,2,3.871,4,1000000,881153194.87,32275.49,4.84
2003,Luxembourg 2003,1500,1,0.680,2,1000000,233364124.07,155472.43,2.05
2003,Latvia 2003,8100,1,1.612,9,26000000,227172707.02,28042.55,4.55
2003,Morocco 2003,246300,2,3.651,13,12000000,2013892236.87,8176.55,4.48
2003,Monaco 2003,.,.,.,.,.,.,.,.
2003,Moldova 2003,10300,1,0.416,2,.,10777533.59,1046.26,1.46
2003,Madagascar 2003,21600,0,1.325,12,.,60632917.99,2806.95,10.58
2003,Maldives 2003,.,.,.,.,.,.,.,.
2003,Mexico 2003,203800,0,0.455,.,31000000,3668162081.42,17998.74,2.39
2003,Marshall Islands 2003,.,.,.,.,.,.,.,.
2003,Macedonia 2003,20400,2,2.342,.,.,133697643.37,6553.48,2.33
2003,Mali 2003,12200,0,1.581,11,.,79946523.22,6552.46,15.67
2003,Malta 2003,2100,1,0.667,1,.,38714719.52,18426.81,1.26
2003,Myanmar 2003,595000,2,1.924,.,83000000,.,.,.
2003,Montenegro 2003,.,.,.,.,.,.,.,.
2003,Mongolia 2003,15800,2,1.525,6,.,32440622.68,2053.07,2.38
2003,Mozambique 2003,8200,0,1.068,.,1000000,70366644.70,8580.25,25.95
2003,Mauritania 2003,20700,2,3.995,.,7000000,75737928.58,3658.66,5.74
2003,Mauritius 2003,2000,0,0.194,.,.,11386675.29,5690.49,1.18
2003,Malawi 2003,6800,0,0.541,.,.,13823863.33,2032.62,9.62
2003,Malaysia (-1965) 2003,.,.,.,.,.,.,.,.
2003,Malaysia (1966-) 2003,124100,1,2.615,15,147000000,3336797798.42,26887.76,5.24
2003,Namibia 2003,15000,2,2.625,9,.,165594523.63,11038.90,3.47
2003,Niger 2003,10700,0,0.901,.,14000000,29322854.73,2740.20,10.54
2003,Nigeria 2003,160500,0,0.868,8,62000000,704526614.18,4389.55,7.17
2003,Nicaragua 2003,14000,1,0.663,5,.,38184480.69,2727.27,2.48
2003,Netherlands 2003,59900,1,1.461,4,125000000,9512583734.36,158805.09,3.96
2003,Norway 2003,26600,1,1.975,5,14000000,5714635738.89,214827.85,3.39
2003,Nepal 2003,103000,1,1.592,.,9000000,119505596.90,1160.24,3.84
2003,Nauru 2003,.,.,.,.,.,.,.,.
2003,New Zealand 2003,8600,0,1.348,4,106000000,1445221893.03,168029.52,6.31
2003,Oman 2003,46100,5,12.137,40,36000000,3633865273.06,78824.00,6.28
2003,Pakistan (-1970) 2003,.,.,.,.,.,.,.,.
2003,Pakistan (1971-) 2003,909000,2,4.410,26,629000000,4177029668.71,4595.19,7.14
2003,Panama 2003,11800,1,.,.,.,.,.,.
2003,Peru 2003,177000,1,1.510,9,22000000,1014152504.04,5729.64,2.30
2003,Philippines 2003,150000,0,1.551,8,10000000,1429827992.95,9532.12,8.58
2003,Palau 2003,.,.,.,.,.,.,.,.
2003,Papua New Guinea 2003,3100,0,0.547,.,.,24385866.92,7863.87,10.23
2003,Poland 2003,184400,1,1.908,5,349000000,5335305086.49,28933.17,3.95
2003,"Korea, North 2003",1271000,9,.,.,8000000,.,.,.
2003,Portugal 2003,92600,2,1.885,5,29000000,3625631517.83,39153.27,2.13
2003,Paraguay 2003,33400,1,1.018,.,.,83635454.49,2503.98,1.71
2003,Qatar 2003,12400,3,3.334,.,11000000,1158505412.68,93420.32,1.80
2003,Romania 2003,177100,2,2.088,9,17000000,1844600692.20,10415.53,2.54
2003,Russia 2003,1369700,2,3.944,17,.,26431347030.97,19297.17,4.17
2003,Rwanda 2003,61000,1,2.448,.,.,55277641.42,906.18,3.49
2003,Saudi Arabia 2003,215000,3,8.737,.,167000000,24490071868.04,113906.78,9.49
2003,Serbia and Montenegro 2003,.,.,.,.,.,.,.,.
2003,Sudan (-2011) 2003,114500,1,2.256,.,204000000,535901186.33,4680.32,7.46
2003,Sudan (2012-) 2003,.,.,.,.,.,.,.,.
2003,Senegal 2003,18600,0,1.412,.,.,109953007.53,5911.13,8.10
2003,Singapore 2003,168800,8,4.870,30,85000000,5269306816.29,31216.09,1.19
2003,Solomon Islands 2003,.,.,.,.,.,.,.,.
2003,Sierra Leone 2003,13000,1,2.076,11,.,30434666.73,2340.95,7.42
2003,El Salvador 2003,27500,1,1.103,7,10000000,178787965.56,6501.14,2.37
2003,San Marino 2003,.,.,.,.,.,.,.,.
2003,Somalia 2003,.,.,.,.,.,.,.,.
2003,Serbia 2003,.,.,.,.,.,.,.,.
2003,South Sudan 2003,.,.,.,.,.,.,.,.
2003,Sao Tome and Principe 2003,.,.,.,.,.,.,.,.
2003,USSR 2003,.,.,.,.,.,.,.,.
2003,Suriname 2003,1800,1,.,.,.,.,.,.
2003,Slovakia 2003,22000,1,1.841,5,.,1027359409.71,46696.03,4.50
2003,Slovenia 2003,11000,1,1.404,4,17000000,470140138.04,42736.13,2.55
2003,Sweden 2003,63200,1,1.602,5,64000000,5811970951.71,91960.11,2.27
2003,Swaziland 2003,.,.,1.722,.,.,42203505.04,.,.
2003,Seychelles 2003,800,.,1.734,5,.,15052283.82,18791.86,1.79
2003,Syria 2003,427000,8,6.248,33,69000000,1588330462.04,3719.73,2.53
2003,Chad 2003,34800,1,1.496,.,.,63432600.40,1822.72,4.02
2003,Togo 2003,9300,0,1.723,.,.,35263576.04,3791.37,9.78
2003,Thailand 2003,427200,1,1.242,8,133000000,2123502961.66,4970.73,1.88
2003,Tajikistan 2003,7200,0,2.238,20,.,43980078.61,6107.50,20.31
2003,Turkmenistan 2003,29000,2,.,.,18000000,.,.,.
2003,Timor-Leste 2003,.,.,.,.,.,.,.,.
2003,Tonga 2003,.,.,.,.,.,.,.,.
2003,Trinidad and Tobago 2003,2700,0,0.298,1,.,41597177.36,15400.66,1.42
2003,Tunisia 2003,47000,1,1.484,6,1000000,435597841.19,9267.84,3.11
2003,Turkey 2003,664800,3,3.392,.,323000000,13818946241.89,20786.59,3.37
2003,Tuvalu 2003,.,.,.,.,.,.,.,.
2003,Taiwan 2003,.,.,.,.,.,.,.,.
2003,Tanzania 2003,28400,0,1.074,.,51000000,155930741.37,5490.33,13.55
2003,Uganda 2003,61800,1,2.405,11,.,190856730.65,3088.25,10.20
2003,Ukraine 2003,403000,2,2.848,10,.,2131269901.49,5288.50,3.38
2003,Uruguay 2003,24900,2,2.300,8,.,353902540.83,14212.38,3.07
2003,United States 2003,1480000,1,3.607,18,591000000,440368221791.02,297545.89,7.07
2003,Uzbekistan 2003,72000,1,0.539,.,.,66909555.31,929.29,1.91
2003,St Vincent and the Grenadines 2003,.,.,.,.,.,.,.,.
2003,"Vietnam, South 2003",.,.,.,.,.,.,.,.
2003,Venezuela 2003,105300,1,1.183,5,15000000,1318842085.07,12524.50,2.90
2003,Vietnam 2003,524000,1,1.971,.,28000000,982185154.99,1874.40,3.03
2003,"Vietnam, North 2003",.,.,.,.,.,.,.,.
2003,Vanuatu 2003,.,.,.,.,.,.,.,.
2003,Samoa 2003,.,.,.,.,.,.,.,.
2003,Tibet 2003,.,.,.,.,.,.,.,.
2003,Yemen 2003,136700,3,6.855,.,62000000,1046025862.03,7651.93,9.71
2003,"Yemen, North 2003",.,.,.,.,.,.,.,.
2003,"Yemen, South 2003",.,.,.,.,.,.,.,.
2003,Yugoslavia 2003,.,.,.,.,.,.,.,.
2003,South Africa 2003,55700,0,1.469,5,.,3439731290.32,61753.49,12.16
2003,Zambia 2003,19500,0,.,.,.,.,.,.
2003,Zimbabwe 2003,50800,1,3.401,.,16000000,220394965.93,4338.40,8.55
2004,Afghanistan 2004,27000,0,2.370,.,.,133758057.09,4953.82,20.63
2004,Angola 2004,118000,2,3.471,21,8000000,.,.,.
2004,Albania 2004,21500,2,1.381,8,.,106584969.88,4957.21,1.94
2004,Andorra 2004,.,.,.,.,.,.,.,.
2004,United Arab Emirates 2004,50000,2,4.611,.,1210000000,7943441341.37,158865.65,3.67
2004,Argentina 2004,102000,1,0.800,5,168000000,1617091894.80,15853.69,3.04
2004,Armenia 2004,49000,3,2.742,16,118000000,118008056.29,2408.28,1.69
2004,Antigua and Barbuda 2004,170,.,.,.,.,.,.,.
2004,Australia 2004,52000,1,1.894,7,491000000,12716631806.81,244545.91,7.33
2004,Austria 2004,39000,1,0.893,2,55000000,2752406706.95,70572.72,1.87
2004,Azerbaijan 2004,81000,2,2.629,.,4000000,275539386.71,3401.68,2.70
2004,Burundi 2004,81000,2,4.903,.,.,54286765.21,670.20,4.64
2004,Belgium 2004,36000,1,1.149,3,15000000,4360566599.86,121123.49,3.33
2004,Benin 2004,6000,0,0.924,8,.,43641935.29,7272.44,12.20
2004,Burkina Faso 2004,10250,0,1.358,12,.,68245967.07,6657.49,17.25
2004,Bangladesh 2004,251000,0,1.034,14,32000000,673944304.83,2685.03,5.80
2004,Bulgaria 2004,85000,2,2.494,8,12000000,693513912.96,8158.89,2.28
2004,Bahrain 2004,21000,5,4.054,.,10000000,606394858.71,28874.57,1.56
2004,Bahamas 2004,860,1,.,.,.,.,.,.
2004,Bosnia and Herzegovina 2004,24000,2,1.997,6,.,207342728.01,8638.92,3.18
2004,Belarus 2004,182000,4,1.358,5,.,375064295.87,2060.78,0.73
2004,Belize 2004,1000,1,0.897,4,.,9740224.61,9730.49,2.47
2004,Bolivia 2004,68000,2,1.929,7,1000000,176377551.24,2593.75,2.54
2004,Brazil 2004,687000,1,1.461,6,81000000,12631908036.33,18387.03,3.96
2004,Barbados 2004,610,0,.,.,.,.,.,.
2004,Brunei 2004,10000,6,2.533,.,0,240472540.68,24044.85,0.90
2004,Bhutan 2004,.,.,.,.,0,.,.,.
2004,Botswana 2004,10000,1,3.506,.,8000000,333000210.45,33296.69,6.44
2004,Central African Republic 2004,2000,0,1.189,.,.,15913064.59,7952.56,23.70
2004,Canada 2004,71000,0,1.113,6,351000000,12561706787.96,176922.96,5.02
2004,Switzerland 2004,4000,0,0.890,5,203000000,3521420793.41,880135.16,16.44
2004,Chile 2004,116000,2,2.476,14,70000000,2918568562.54,25159.86,3.40
2004,China 2004,3755000,0,2.061,.,3320000000,41984957904.29,11181.08,7.11
2004,Cote d'Ivoire 2004,18000,0,1.515,11,9000000,254468904.35,14136.38,14.98
2004,Cameroon 2004,23000,0,1.402,.,.,227275871.03,9881.13,10.77
