year,cname_year,wdi_armedf,wdi_armedfper,wdi_expmilgdp,wdi_expmilgexp,wdi_imparms,scf_milexp,scf_ExpPerTroop,scf_Praetorian
1991,Suriname 1991,4000,3,.,.,.,.,.,.
1991,Slovakia 1991,.,.,.,.,.,.,.,.
1991,Slovenia 1991,.,.,.,.,2000000,.,.,.
1991,Sweden 1991,63000,1,2.300,.,49000000,6291999138.30,99871.42,3.15
1991,Swaziland 1991,3000,1,1.385,.,.,24516619.29,8169.48,4.09
1991,Seychelles 1991,.,.,4.424,.,.,27975339.87,.,.
1991,Syria 1991,408000,12,9.709,.,316000000,1447237900.93,3547.14,3.05
1991,Chad 1991,50000,2,.,.,.,.,.,.
1991,Togo 1991,8000,1,2.865,.,10000000,45860149.22,5731.80,13.92
1991,Thailand 1991,283000,1,2.645,.,572000000,2712810666.21,9585.87,5.35
1991,Tajikistan 1991,.,.,.,.,.,.,.,.
1991,Turkmenistan 1991,.,.,.,.,.,.,.,.
1991,Timor-Leste 1991,.,.,.,.,.,.,.,.
1991,Tonga 1991,.,.,.,.,6000000,.,.,.
1991,Trinidad and Tobago 1991,2000,0,.,.,.,.,.,.
1991,Tunisia 1991,35000,1,2.002,7,20000000,348935042.23,9969.29,4.76
1991,Turkey 1991,804000,4,3.754,.,1216000000,10235154197.06,12730.28,2.56
1991,Tuvalu 1991,.,.,.,.,.,.,.,.
1991,Taiwan 1991,.,.,.,.,.,.,.,.
1991,Tanzania 1991,40000,0,2.182,.,.,197249780.86,4931.12,13.95
1991,Uganda 1991,60000,1,2.951,.,.,107932699.35,1798.85,8.84
1991,Ukraine 1991,.,.,.,.,.,.,.,.
1991,Uruguay 1991,25000,2,2.397,10,70000000,305632143.13,12224.80,3.00
1991,United States 1991,2120000,2,4.540,.,522000000,373693574311.93,176270.47,5.42
1991,Uzbekistan 1991,.,.,.,.,.,.,.,.
1991,St Vincent and the Grenadines 1991,.,.,.,.,.,.,.,.
1991,"Vietnam, South 1991",.,.,.,.,.,.,.,.
1991,Venezuela 1991,73000,1,1.902,10,310000000,2176883151.95,29819.91,5.30
1991,Vietnam 1991,1040000,3,5.595,.,.,1179345182.65,1133.98,3.62
1991,"Vietnam, North 1991",.,.,.,.,.,.,.,.
1991,Vanuatu 1991,.,.,.,.,.,.,.,.
1991,Samoa 1991,.,.,.,.,.,.,.,.
1991,Tibet 1991,.,.,.,.,.,.,.,.
1991,Yemen 1991,127000,5,7.011,33,113000000,585601589.49,4611.00,6.94
1991,"Yemen, North 1991",.,.,.,.,.,.,.,.
1991,"Yemen, South 1991",.,.,.,.,.,.,.,.
1991,Yugoslavia 1991,.,.,.,.,.,.,.,.
1991,South Africa 1991,80000,1,3.223,.,27000000,5690485097.84,71130.17,14.47
1991,Zambia 1991,16000,0,2.566,.,.,134258173.91,8390.61,13.41
1991,Zimbabwe 1991,45000,1,4.352,18,37000000,326009121.54,7244.49,10.41
1992,Afghanistan 1992,45000,1,.,.,.,.,.,.
1992,Angola 1992,128000,3,7.692,.,.,.,.,.
1992,Albania 1992,65000,5,4.649,.,.,165202526.25,2541.54,2.32
1992,Andorra 1992,.,.,.,.,.,.,.,.
1992,United Arab Emirates 1992,55000,5,.,.,201000000,.,.,.
1992,Argentina 1992,65000,0,1.340,.,27000000,2168485186.07,33360.80,6.94
1992,Armenia 1992,20000,1,2.095,.,.,43757191.33,2187.75,3.61
1992,Antigua and Barbuda 1992,.,.,.,.,.,.,.,.
1992,Australia 1992,68000,1,2.216,.,365000000,9459455184.13,139107.59,5.70
1992,Austria 1992,44000,1,1.100,.,5000000,2590395854.34,58871.30,1.96
1992,Azerbaijan 1992,43000,1,2.490,.,.,228606253.19,5316.30,4.27
1992,Burundi 1992,13000,0,3.600,13,.,46729355.76,3594.29,16.32
1992,Belgium 1992,79000,2,1.750,.,48000000,5133975859.85,64986.21,2.23
1992,Benin 1992,7000,0,.,.,.,.,.,.
1992,Burkina Faso 1992,9000,0,2.119,.,.,55380308.99,6152.68,21.88
1992,Bangladesh 1992,107000,0,1.204,.,113000000,450845045.73,4213.47,12.49
1992,Bulgaria 1992,99000,3,2.973,8,45000000,628175319.96,6345.14,2.56
1992,Bahrain 1992,7000,3,5.898,.,42000000,506655410.12,72369.01,4.40
1992,Bahamas 1992,.,.,.,.,.,.,.,.
1992,Bosnia and Herzegovina 1992,60000,4,.,.,.,.,.,.
1992,Belarus 1992,102000,2,1.622,5,.,343873203.77,3371.27,1.63
1992,Belize 1992,1000,2,1.021,6,.,6118835.75,6112.72,1.98
1992,Bolivia 1992,32000,1,2.513,.,26000000,152329694.41,4760.15,5.60
1992,Brazil 1992,296000,0,1.522,5,90000000,9206405477.42,31102.62,7.99
1992,Barbados 1992,.,.,.,.,.,.,.,.
1992,Brunei 1992,4000,3,6.016,.,.,448136895.69,112006.22,4.09
1992,Bhutan 1992,5000,3,.,.,.,.,.,.
1992,Botswana 1992,7000,1,4.292,14,2000000,245092946.17,35008.28,8.95
1992,Central African Republic 1992,4000,0,1.642,.,1000000,16781974.57,4194.45,12.68
1992,Canada 1992,82000,1,1.828,7,407000000,13978687803.22,170469.72,6.36
1992,Switzerland 1992,31000,1,1.526,.,388000000,5075722465.63,163727.70,3.38
1992,Chile 1992,92000,2,2.629,.,173000000,1735312686.61,18861.89,3.88
1992,China 1992,3160000,0,2.545,.,1169000000,16772862192.99,5307.87,9.38
1992,Cote d'Ivoire 1992,15000,0,1.406,.,0,190941261.60,12728.57,12.23
1992,Cameroon 1992,12000,0,1.523,10,3000000,171250735.85,14269.71,16.23
1992,"Congo, Democratic Republic 1992",45000,0,.,.,2000000,.,.,.
1992,Congo 1992,10000,1,4.283,.,.,194837372.77,19481.79,10.77
1992,Colombia 1992,139000,1,2.497,.,36000000,2531775382.74,18214.08,6.39
1992,Comoros 1992,.,.,.,.,.,.,.,.
1992,Cape Verde 1992,1000,1,0.996,.,3000000,2799981.02,2797.18,3.57
1992,Costa Rica 1992,8000,1,.,.,.,.,.,.
1992,Czechoslovakia 1992,.,.,.,.,.,.,.,.
1992,Cuba 1992,175000,4,.,.,.,.,.,.
1992,Cyprus (-1974) 1992,.,.,.,.,.,.,.,.
1992,Cyprus (1975-) 1992,10000,3,9.129,.,26000000,1022717895.80,102261.56,5.58
1992,Czech Republic 1992,.,.,.,.,.,.,.,.
1992,"Germany, East 1992",.,.,.,.,.,.,.,.
1992,Germany 1992,442000,1,1.977,.,709000000,48425693933.57,109560.15,3.61
1992,"Germany, West 1992",.,.,.,.,.,.,.,.
1992,Djibouti 1992,8000,5,7.034,.,19000000,49341219.37,6166.88,5.51
1992,Dominica 1992,.,.,.,.,.,.,.,.
1992,Denmark 1992,28000,1,1.859,.,61000000,3648321535.57,130292.54,3.43
1992,Dominican Republic 1992,22000,1,0.560,.,.,99074667.29,4503.19,1.90
1992,Algeria 1992,126000,2,2.194,.,20000000,1473480402.95,11694.20,4.73
1992,Ecuador 1992,57000,1,1.167,7,4000000,333041300.54,5842.73,2.19
1992,Egypt 1992,424000,3,4.454,13,1023000000,2328454140.13,5491.62,6.19
1992,Eritrea 1992,.,.,.,.,.,.,.,.
1992,Spain 1992,198000,1,1.440,.,212000000,11092447684.74,56022.18,2.84
1992,Estonia 1992,3000,0,.,.,2000000,.,.,.
1992,Ethiopia (-1992) 1992,120000,1,2.433,21,.,142785217.50,1189.87,10.46
1992,Ethiopia (1993-) 1992,.,.,.,.,.,.,.,.
1992,Finland 1992,33000,1,1.843,.,435000000,2407433253.74,72950.31,2.82
1992,Fiji 1992,5000,2,1.994,8,3000000,43522451.99,8702.75,2.97
1992,France (-1962) 1992,.,.,.,.,.,.,.,.
1992,France (1963-) 1992,522000,2,3.203,.,391000000,54259593625.44,103945.38,3.61
1992,Micronesia 1992,.,.,.,.,.,.,.,.
1992,Gabon 1992,7000,2,.,.,.,.,.,.
1992,United Kingdom 1992,293000,1,3.456,.,1137000000,55466122297.36,189303.53,6.79
1992,Georgia 1992,.,.,.,.,.,.,.,.
1992,Ghana 1992,7000,0,0.649,.,.,39121452.72,5587.98,14.35
1992,Guinea 1992,15000,1,1.694,.,.,30897409.69,2059.69,7.63
1992,Gambia 1992,1000,0,0.490,.,.,2034363.27,2032.33,4.80
1992,Guinea-Bissau 1992,11000,3,.,.,.,.,.,.
1992,Equatorial Guinea 1992,1000,0,.,.,.,.,.,.
1992,Greece 1992,208000,5,3.117,.,2132000000,5208667877.59,25041.55,1.55
1992,Grenada 1992,.,.,.,.,.,.,.,.
1992,Guatemala 1992,44000,1,1.254,13,.,213377626.29,4849.38,2.74
1992,Guyana 1992,2000,1,0.984,.,.,5553664.71,2775.44,3.53
1992,Honduras 1992,17000,1,.,.,.,.,.,.
1992,Croatia 1992,103000,5,.,21,27000000,.,.,.
1992,Haiti 1992,8000,0,0.083,.,.,.,.,.
1992,Hungary 1992,78000,2,2.309,.,.,1746937759.82,22396.35,3.07
1992,Indonesia 1992,283000,0,1.357,13,52000000,2378550872.48,8404.74,9.00
1992,India 1992,1270000,0,2.705,18,1207000000,10098445623.58,7951.53,19.31
1992,Ireland 1992,13000,1,1.173,.,.,997264779.96,76706.77,3.21
1992,Iran 1992,528000,4,1.801,13,432000000,2570267621.66,4867.92,1.98
1992,Iraq 1992,407000,10,.,.,.,.,.,.
1992,Iceland 1992,.,.,.,.,.,.,.,.
1992,Israel 1992,181000,10,12.469,.,1313000000,8946507463.69,49427.94,3.53
1992,Italy 1992,471000,2,1.899,.,174000000,29204759783.48,62005.73,2.29
1992,Jamaica 1992,3000,0,0.949,.,.,87005057.20,28992.02,7.67
1992,Jordan 1992,100000,12,6.924,28,.,468629384.50,4686.25,2.58
1992,Japan 1992,242000,0,0.855,.,2487000000,34286420648.47,141678.84,4.39
1992,Kazakhstan 1992,.,.,.,.,.,.,.,.
1992,Kenya 1992,24000,0,1.901,9,.,249040799.59,10376.27,19.82
1992,Kyrgyzstan 1992,12000,1,1.642,.,.,39977689.28,3331.20,6.18
1992,Cambodia 1992,135000,3,.,.,.,.,.,.
1992,Kiribati 1992,.,.,.,.,.,.,.,.
1992,St Kitts and Nevis 1992,.,.,.,.,.,.,.,.
1992,"Korea, South 1992",750000,4,3.261,24,801000000,14324461345.94,19099.26,1.90
1992,Kuwait 1992,12000,.,31.786,39,896000000,10337124350.97,861355.25,.
1992,Laos 1992,37000,2,9.070,.,.,110852852.04,2995.94,11.02
1992,Lebanon 1992,37000,5,7.984,.,40000000,1050002376.77,28377.68,6.09
1992,Liberia 1992,2000,0,10.134,.,.,29214710.00,14600.05,102.74
1992,Libya 1992,85000,6,.,.,.,.,.,.
1992,St Lucia 1992,.,.,.,.,.,.,.,.
1992,Liechtenstein 1992,.,.,.,.,.,.,.,.
1992,Sri Lanka 1992,110000,2,3.368,14,22000000,444359640.39,4039.60,5.33
1992,Lesotho 1992,2000,0,3.348,10,.,30438336.77,15211.56,27.78
1992,Lithuania 1992,10000,1,.,.,74000000,.,.,.
1992,Luxembourg 1992,1000,1,0.759,.,.,164295420.53,164131.29,2.98
1992,Latvia 1992,5000,0,.,.,0,.,.,.
1992,Morocco 1992,195000,2,3.834,.,17000000,1412049661.87,7241.24,5.13
1992,Monaco 1992,.,.,.,.,.,.,.,.
1992,Moldova 1992,9000,1,.,.,8000000,.,.,.
1992,Madagascar 1992,21000,0,0.764,.,.,27462512.53,1307.68,4.46
1992,Maldives 1992,.,.,.,.,0,.,.,.
1992,Mexico 1992,175000,1,0.550,4,18000000,3337135307.00,19069.24,2.80
1992,Marshall Islands 1992,.,.,.,.,.,.,.,.
1992,Macedonia 1992,.,.,.,.,.,.,.,.
1992,Mali 1992,12000,1,.,.,.,.,.,.
1992,Malta 1992,2000,1,0.883,.,13000000,33585417.86,16784.32,1.59
1992,Myanmar 1992,286000,1,3.355,.,65000000,.,.,.
1992,Montenegro 1992,.,.,.,.,.,.,.,.
1992,Mongolia 1992,21000,3,2.109,13,.,32298075.82,1537.93,2.25
1992,Mozambique 1992,50000,1,2.551,.,.,63231294.96,1264.60,7.25
1992,Mauritania 1992,16000,3,2.689,.,.,37131520.03,2320.57,3.60
1992,Mauritius 1992,1000,0,0.354,.,.,12679075.96,12666.41,3.84
1992,Malawi 1992,10000,0,1.402,.,.,25246539.65,2524.40,13.58
1992,Malaysia (-1965) 1992,.,.,.,.,.,.,.,.
1992,Malaysia (1966-) 1992,128000,2,2.986,.,13000000,2041572563.93,15949.66,4.48
1992,Namibia 1992,8000,2,3.612,12,.,166780404.85,20844.94,6.83
1992,Niger 1992,5000,0,.,.,.,.,.,.
1992,Nigeria 1992,76000,0,0.541,.,59000000,304560351.57,4007.32,7.16
1992,Nicaragua 1992,15000,1,2.633,11,.,102296195.26,6819.29,7.60
1992,Netherlands 1992,90000,1,2.206,.,239000000,10537408638.03,117081.02,3.72
1992,Norway 1992,36000,2,2.907,.,272000000,5987237026.23,166307.52,3.46
1992,Nepal 1992,35000,0,1.052,.,1000000,49256923.11,1407.30,5.94
1992,Nauru 1992,.,.,.,.,.,.,.,.
1992,New Zealand 1992,11000,1,2.069,.,55000000,1448733425.71,131691.07,6.64
1992,Oman 1992,35000,5,16.245,48,.,3541656851.22,101187.30,9.19
1992,Pakistan (-1970) 1992,.,.,.,.,.,.,.,.
1992,Pakistan (1971-) 1992,580000,2,7.053,36,380000000,4653898984.48,8023.95,13.82
1992,Panama 1992,11000,1,1.186,5,2000000,107365078.07,9759.57,2.78
1992,Peru 1992,112000,1,1.813,10,130000000,764002704.45,6821.39,3.68
1992,Philippines 1992,107000,0,2.036,13,43000000,1261635112.08,11790.87,12.39
1992,Palau 1992,.,.,.,.,.,.,.,.
1992,Papua New Guinea 1992,4000,0,1.338,5,10000000,48830723.62,12204.63,14.61
1992,Poland 1992,270000,2,2.033,.,52000000,3516708565.09,13024.80,2.89
1992,"Korea, North 1992",1200000,10,.,.,137000000,.,.,.
1992,Portugal 1992,80000,2,2.354,.,19000000,3531445423.51,44142.52,2.93
1992,Paraguay 1992,16000,1,2.021,.,1000000,133234570.40,8326.64,5.60
1992,Qatar 1992,8000,3,.,.,65000000,.,.,.
1992,Romania 1992,172000,2,4.261,.,184000000,2876964881.39,16726.44,5.65
1992,Russia 1992,1900000,3,4.755,.,40000000,32536026263.95,17124.22,3.72
1992,Rwanda 1992,30000,1,4.365,31,2000000,78235243.58,2607.75,9.77
1992,Saudi Arabia 1992,172000,3,11.284,.,1124000000,25478521001.42,148130.07,11.41
1992,Serbia and Montenegro 1992,.,.,.,.,.,.,.,.
1992,Sudan (-2011) 1992,82000,1,1.897,.,6000000,246141701.47,3001.69,6.34
1992,Sudan (2012-) 1992,.,.,.,.,.,.,.,.
1992,Senegal 1992,18000,1,1.828,.,.,97143317.69,5396.55,8.11
1992,Singapore 1992,56000,3,4.471,27,112000000,2576723998.35,46012.11,2.58
1992,Solomon Islands 1992,.,.,.,.,.,.,.,.
1992,Sierra Leone 1992,8000,1,2.969,.,1000000,36413591.95,4551.13,14.58
1992,El Salvador 1992,49000,2,3.006,.,5000000,324859204.40,6629.64,3.31
1992,San Marino 1992,.,.,.,.,.,.,.,.
1992,Somalia 1992,.,.,.,.,.,.,.,.
1992,Serbia 1992,.,.,.,.,.,.,.,.
1992,South Sudan 1992,.,.,.,.,.,.,.,.
1992,Sao Tome and Principe 1992,1000,3,.,.,.,.,.,.
1992,USSR 1992,.,.,.,.,.,.,.,.
1992,Suriname 1992,2000,1,.,.,.,.,.,.
1992,Slovakia 1992,.,.,.,.,.,.,.,.
1992,Slovenia 1992,15000,2,.,6,10000000,.,.,.
1992,Sweden 1992,70000,2,2.290,.,60000000,6190501129.65,88434.47,2.84
1992,Swaziland 1992,3000,1,1.633,.,.,29844350.21,9944.80,4.94
1992,Seychelles 1992,.,.,4.727,.,.,32033078.09,.,.
1992,Syria 1992,408000,11,8.372,.,243000000,1416131477.92,3470.90,2.71
1992,Chad 1992,38000,2,1.877,.,.,53582449.35,1410.03,3.14
1992,Togo 1992,8000,0,2.901,.,8000000,44590073.75,5573.06,14.45
1992,Thailand 1992,283000,1,2.657,.,501000000,2945831375.07,10409.26,5.42
1992,Tajikistan 1992,3000,0,0.402,.,.,10089058.83,3361.90,7.40
1992,Turkmenistan 1992,28000,2,.,.,.,.,.,.
1992,Timor-Leste 1992,.,.,.,.,.,.,.,.
1992,Tonga 1992,.,.,.,.,.,.,.,.
1992,Trinidad and Tobago 1992,2000,0,.,.,.,.,.,.
1992,Tunisia 1992,35000,1,1.869,7,32000000,351258613.62,10035.67,4.53
1992,Turkey 1992,704000,4,3.871,.,1844000000,11083369517.10,15743.40,3.07
1992,Tuvalu 1992,.,.,.,.,.,.,.,.
1992,Taiwan 1992,.,.,.,.,.,.,.,.
1992,Tanzania 1992,46000,0,2.106,.,18000000,191514379.74,4163.27,12.11
1992,Uganda 1992,70000,1,2.161,.,.,81759465.10,1167.98,5.73
1992,Ukraine 1992,430000,2,.,.,.,.,.,.
1992,Uruguay 1992,25000,2,2.850,11,19000000,392125924.84,15684.41,3.60
1992,United States 1992,1920000,1,4.666,.,558000000,397755947154.15,207164.45,6.23
1992,Uzbekistan 1992,40000,1,.,.,.,.,.,.
1992,St Vincent and the Grenadines 1992,.,.,.,.,.,.,.,.
1992,"Vietnam, South 1992",.,.,.,.,.,.,.,.
1992,Venezuela 1992,75000,1,1.698,9,65000000,2061844069.66,27490.89,4.71
1992,Vietnam 1992,857000,3,3.375,.,.,772771264.32,901.72,2.70
1992,"Vietnam, North 1992",.,.,.,.,.,.,.,.
1992,Vanuatu 1992,.,.,.,.,.,.,.,.
1992,Samoa 1992,.,.,.,.,.,.,.,.
1992,Tibet 1992,.,.,.,.,.,.,.,.
1992,Yemen 1992,64000,2,7.277,33,.,657690293.78,10276.25,15.06
1992,"Yemen, North 1992",.,.,.,.,.,.,.,.
1992,"Yemen, South 1992",.,.,.,.,.,.,.,.
1992,Yugoslavia 1992,.,.,.,.,.,.,.,.
1992,South Africa 1992,75000,1,2.818,.,363000000,4869045122.11,64919.74,13.78
1992,Zambia 1992,16000,0,2.950,.,.,151684753.12,9479.70,15.81
1992,Zimbabwe 1992,48000,1,4.389,15,62000000,299189191.70,6232.98,10.08
1993,Afghanistan 1993,45000,1,.,.,.,.,.,.
1993,Angola 1993,128000,3,17.472,.,122000000,.,.,.
1993,Albania 1993,65000,5,3.199,.,.,124588944.92,1916.72,1.59
1993,Andorra 1993,.,.,.,.,.,.,.,.
1993,United Arab Emirates 1993,55000,5,.,.,579000000,.,.,.
1993,Argentina 1993,65000,0,1.340,.,14000000,2296385244.94,35328.46,7.03
1993,Armenia 1993,21000,1,2.122,.,3000000,40404802.63,1923.95,3.40
1993,Antigua and Barbuda 1993,.,.,.,.,.,.,.,.
1993,Australia 1993,68000,1,2.230,.,449000000,9908847954.57,145716.21,5.79
1993,Austria 1993,45000,1,1.114,.,9000000,2637423151.49,58608.10,1.96
1993,Azerbaijan 1993,45000,1,4.934,.,50000000,348389077.48,7741.81,8.22
1993,Burundi 1993,13000,0,3.864,14,.,47024264.09,3616.97,17.89
1993,Belgium 1993,70000,2,1.658,.,76000000,4817182906.88,68815.92,2.39
1993,Benin 1993,8000,0,.,.,.,.,.,.
1993,Burkina Faso 1993,9000,0,1.892,.,7000000,51160685.06,5683.89,20.08
1993,Bangladesh 1993,107000,0,1.285,.,44000000,503583289.75,4706.34,13.62
1993,Bulgaria 1993,52000,1,2.610,6,1000000,543203289.17,10446.02,4.25
1993,Bahrain 1993,7000,3,5.377,.,1000000,521359633.69,74469.31,4.11
1993,Bahamas 1993,.,.,.,.,.,.,.,.
1993,Bosnia and Herzegovina 1993,.,.,.,.,6000000,.,.,.
1993,Belarus 1993,115000,2,2.791,8,.,546564421.75,4752.69,2.48
1993,Belize 1993,1000,2,1.095,6,.,6973237.50,6966.27,2.16
1993,Bolivia 1993,32000,1,1.921,.,17000000,121403940.24,3793.75,4.37
1993,Brazil 1993,296000,0,1.928,5,58000000,12207858416.23,41242.63,10.28
1993,Barbados 1993,.,.,.,.,.,.,.,.
1993,Brunei 1993,4000,3,5.698,.,.,425725605.92,106404.80,3.98
1993,Bhutan 1993,5000,3,.,.,.,.,.,.
1993,Botswana 1993,7000,1,4.463,14,11000000,259717690.09,37097.23,9.56
1993,Central African Republic 1993,4000,0,1.497,.,.,15351016.28,3836.79,11.86
1993,Canada 1993,76000,1,1.786,7,194000000,14014907377.24,184404.25,6.78
1993,Switzerland 1993,35000,1,1.370,.,104000000,4548793365.27,129961.81,2.71
1993,Chile 1993,92000,2,2.707,.,88000000,1911930688.31,20781.63,4.05
1993,China 1993,3030000,0,2.061,.,1187000000,15470409891.99,5105.74,8.01
1993,Cote d'Ivoire 1993,15000,0,1.346,.,.,182406969.38,12159.65,12.11
1993,Cameroon 1993,12000,0,1.326,10,.,137327960.13,11443.04,14.55
1993,"Congo, Democratic Republic 1993",40000,0,.,.,.,.,.,.
1993,Congo 1993,10000,1,4.078,.,.,183730566.71,18371.22,10.53
1993,Colombia 1993,139000,1,3.007,.,68000000,3120479546.02,22449.33,7.83
1993,Comoros 1993,.,.,.,.,.,.,.,.
1993,Cape Verde 1993,1000,1,0.558,.,.,1704297.05,1702.59,2.05
1993,Costa Rica 1993,8000,1,.,.,3000000,.,.,.
1993,Czechoslovakia 1993,.,.,.,.,.,.,.,.
1993,Cuba 1993,175000,4,1.812,.,.,469524017.14,2682.98,1.12
1993,Cyprus (-1974) 1993,.,.,.,.,.,.,.,.
1993,Cyprus (1975-) 1993,.,.,4.075,.,10000000,459696368.09,.,.
1993,Czech Republic 1993,107000,2,2.016,6,.,1894096179.10,17701.67,1.95
1993,"Germany, East 1993",.,.,.,.,.,.,.,.
1993,Germany 1993,398000,1,1.799,.,576000000,43658954963.46,109695.59,3.67
1993,"Germany, West 1993",.,.,.,.,.,.,.,.
1993,Djibouti 1993,8000,5,6.666,.,5000000,43663303.31,5457.23,5.33
1993,Dominica 1993,.,.,.,.,.,.,.,.
1993,Denmark 1993,27000,1,1.876,.,56000000,3679432161.57,136270.22,3.61
1993,Dominican Republic 1993,22000,1,0.750,.,.,142366096.97,6470.89,2.60
1993,Algeria 1993,126000,2,2.557,.,20000000,1680764269.32,13339.29,5.64
1993,Ecuador 1993,57000,1,1.458,7,18000000,424424635.37,7445.92,2.80
1993,Egypt 1993,424000,3,4.383,14,1205000000,2358201843.31,5561.78,6.21
1993,Eritrea 1993,55000,4,22.039,.,21000000,147190306.25,2676.14,12.63
1993,Spain 1993,204000,1,1.583,.,303000000,12063984087.40,59136.89,3.04
1993,Estonia 1993,5000,1,.,.,3000000,.,.,.
1993,Ethiopia (-1992) 1993,.,.,.,.,.,.,.,.
1993,Ethiopia (1993-) 1993,120000,1,2.172,21,.,144179967.99,1201.49,9.68
1993,Finland 1993,31000,1,1.810,.,409000000,2346635687.38,75695.48,2.96
1993,Fiji 1993,5000,2,1.959,7,.,43680140.19,8734.28,2.96
1993,France (-1962) 1993,.,.,.,.,.,.,.,.
1993,France (1963-) 1993,506000,2,3.202,.,91000000,53904604918.80,106530.63,3.74
1993,Micronesia 1993,.,.,.,.,.,.,.,.
1993,Gabon 1993,7000,2,.,.,.,.,.,.
1993,United Kingdom 1993,271000,1,3.211,.,814000000,52896064434.59,195187.71,6.84
1993,Georgia 1993,25000,1,.,.,4000000,.,.,.
1993,Ghana 1993,7000,0,0.687,.,.,43396112.29,6198.56,15.61
1993,Guinea 1993,15000,1,1.341,.,.,25677418.46,1711.71,6.39
1993,Gambia 1993,1000,0,0.339,.,.,1447267.50,1445.82,3.41
1993,Guinea-Bissau 1993,11000,3,.,.,5000000,.,.,.
1993,Equatorial Guinea 1993,1000,0,.,.,.,.,.,.
1993,Greece 1993,213000,5,3.092,.,968000000,5083427298.47,23865.74,1.52
1993,Grenada 1993,.,.,.,.,.,.,.,.
1993,Guatemala 1993,44000,1,1.079,13,14000000,190803764.43,4336.35,2.42
1993,Guyana 1993,2000,1,0.976,.,.,5965588.61,2981.30,3.51
1993,Honduras 1993,17000,1,.,.,.,.,.,.
1993,Croatia 1993,80000,4,.,31,27000000,.,.,.
1993,Haiti 1993,8000,0,0.091,.,.,.,.,.
1993,Hungary 1993,65000,1,2.095,.,928000000,1575822027.35,24243.04,3.34
1993,Indonesia 1993,271000,0,1.224,11,214000000,2300436684.68,8488.66,8.62
1993,India 1993,1270000,0,2.824,19,732000000,11042426523.81,8694.82,20.55
1993,Ireland 1993,13000,1,1.115,.,.,973344901.41,74866.93,3.07
1993,Iran 1993,528000,4,1.730,12,987000000,2433770334.65,4609.40,1.93
1993,Iraq 1993,407000,9,.,.,.,.,.,.
1993,Iceland 1993,.,.,.,.,.,.,.,.
1993,Israel 1993,181000,9,13.261,.,715000000,10042992230.20,55485.84,3.85
1993,Italy 1993,450000,2,1.937,.,228000000,29527342762.04,65616.17,2.45
1993,Jamaica 1993,3000,0,0.647,.,.,64908963.91,21629.11,5.27
1993,Jordan 1993,100000,11,6.977,27,1000000,494081431.33,4940.76,2.73
1993,Japan 1993,242000,0,0.895,.,2119000000,35968292236.93,148628.69,4.61
1993,Kazakhstan 1993,15000,0,1.020,.,.,392040086.88,26134.26,11.10
1993,Kenya 1993,24000,0,1.838,11,.,241636699.13,10067.78,19.77
1993,Kyrgyzstan 1993,12000,1,1.532,.,.,31524237.50,2626.80,5.77
1993,Cambodia 1993,102000,2,1.761,.,2000000,42914428.06,420.73,1.73
1993,Kiribati 1993,.,.,.,.,.,.,.,.
1993,St Kitts and Nevis 1993,.,.,.,.,.,.,.,.
1993,"Korea, South 1993",750000,4,3.158,24,1021000000,14747009947.09,19662.65,1.86
1993,Kuwait 1993,12000,.,12.441,27,695000000,5421073003.69,451718.44,.
1993,Laos 1993,37000,2,8.107,.,.,104943821.56,2836.24,10.13
1993,Lebanon 1993,37000,4,6.011,.,40000000,845912487.10,22861.88,4.71
1993,Liberia 1993,.,.,18.984,.,.,36679898.03,.,.
1993,Libya 1993,85000,6,.,.,.,.,.,.
1993,St Lucia 1993,.,.,.,.,.,.,.,.
1993,Liechtenstein 1993,.,.,.,.,.,.,.,.
1993,Sri Lanka 1993,110000,2,3.432,15,35000000,484068468.58,4400.58,5.51
1993,Lesotho 1993,2000,0,3.028,.,.,28446422.29,14216.10,25.63
1993,Lithuania 1993,10000,1,.,.,10000000,.,.,.
1993,Luxembourg 1993,1000,1,0.649,.,.,146352255.10,146206.05,2.58
1993,Latvia 1993,5000,0,.,.,8000000,.,.,.
1993,Morocco 1993,195000,2,4.154,.,100000000,1514362652.06,7765.92,5.66
1993,Monaco 1993,.,.,.,.,.,.,.,.
1993,Moldova 1993,13000,1,0.530,.,.,18595922.46,1430.35,1.51
1993,Madagascar 1993,21000,0,1.122,.,.,41195102.36,1961.58,6.76
1993,Maldives 1993,.,.,.,.,.,.,.,.
1993,Mexico 1993,175000,1,0.462,4,160000000,2915494271.60,16659.87,2.40
1993,Marshall Islands 1993,.,.,.,.,.,.,.,.
1993,Macedonia 1993,10000,1,.,.,.,.,.,.
1993,Mali 1993,12000,0,1.579,.,.,49173246.18,4097.43,12.01
1993,Malta 1993,2000,1,0.909,.,.,36127783.90,18054.86,1.66
1993,Myanmar 1993,322000,2,3.523,.,323000000,.,.,.
1993,Montenegro 1993,.,.,.,.,.,.,.,.
1993,Mongolia 1993,18000,2,1.821,12,.,27005455.01,1500.22,2.29
1993,Mozambique 1993,50000,1,2.431,.,.,65535194.33,1310.68,7.18
1993,Mauritania 1993,16000,3,2.413,.,.,35270182.27,2204.25,3.32
1993,Mauritius 1993,1000,0,0.330,.,8000000,12414842.31,12402.44,3.62
1993,Malawi 1993,10000,0,1.243,.,.,24534588.90,2453.21,12.05
1993,Malaysia (-1965) 1993,.,.,.,.,.,.,.,.
